repair_id,product_id,sku,component_id,component_type,failure_date,failure_type,failure_description,repair_status,repair_cost,replacement_cost,downtime_days,warranty_claim
R0029588,P050228,LP-ASUS-ZEN-GPR-2022,SSD-ASUS-ZEN-GPR-2022,SSD,2022-08-27,Storage failure,Storage failure reported for ssd.,Repaired,47.48,189.51,4,True
R0029589,P050229,LP-SAMSUNG-THINK-348-2020,BAT-SAMSUNG-THINK-348-2020,Battery,2023-03-25,Battery not charging,Battery not charging reported for battery.,Repaired,31.85,126.09,3,False
R0029590,P050231,LP-DELL-STEALTH-NEP-2021,BAT-DELL-STEALTH-NEP-2021,Battery,2025-11-09,Battery not charging,Battery not charging reported for battery.,Component Replaced,167.37,167.37,3,False
R0029591,P050232,LP-LENOVO-NITRO-J5G-2025,DSP-LENOVO-NITRO-J5G-2025,Display,2026-02-28,Backlight failure,Backlight failure reported for display.,Repaired,128.61,369.6,9,True
R0029592,P050232,LP-LENOVO-NITRO-J5G-2025,SSD-LENOVO-NITRO-J5G-2025,SSD,2025-08-17,Read/write errors,Read/write errors reported for ssd.,Repaired,58.16,181.22,7,True
R0029593,P050233,LP-DELL-PRO-8B7-2022,BAT-DELL-PRO-8B7-2022,Battery,2023-04-23,Battery degradation,Battery degradation reported for battery.,Repaired,112.04,198.19,2,False
R0029594,P050234,LP-GIGABYTE-PRO-4ZK-2022,KBD-GIGABYTE-PRO-4ZK-2022,Keyboard,2024-07-30,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,67.52,67.52,3,False
R0029595,P050236,LP-LENOVO-THINK-OTY-2024,BAT-LENOVO-THINK-OTY-2024,Battery,2024-10-04,Battery swelling,Battery swelling reported for battery.,Repaired,86.13,148.96,4,True
R0029596,P050238,LP-HP-BLADE-DM9-2021,BAT-HP-BLADE-DM9-2021,Battery,2023-02-19,Battery not charging,Battery not charging reported for battery.,Component Replaced,216.66,216.66,2,False
R0029597,P050240,LP-DELL-AIR-2ZN-2020,MB-DELL-AIR-2ZN-2020,Motherboard,2020-06-10,System instability,System instability reported for motherboard.,Repaired,286.62,753.64,9,True
R0029598,P050241,LP-APPLE-STEALTH-F70-2024,RAM-APPLE-STEALTH-F70-2024,RAM,2025-10-19,Memory instability,Memory instability reported for ram.,Component Replaced,144.06,144.06,3,True
R0029599,P050243,LP-DELL-ZEN-ES1-2023,KBD-DELL-ZEN-ES1-2023,Keyboard,2026-04-12,Keyboard not responding,Keyboard not responding reported for keyboard.,Repaired,76.51,129.87,5,False
R0029600,P050247,LP-DELL-CREATOR-I7J-2018,BAT-DELL-CREATOR-I7J-2018,Battery,2026-05-21,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,92.15,213.57,2,False
R0029601,P050250,LP-APPLE-CREATOR-QMK-2023,SSD-APPLE-CREATOR-QMK-2023,SSD,2025-12-15,Drive not detected,Drive not detected reported for ssd.,Component Replaced,380.22,380.22,6,False
R0029602,P050251,LP-LENOVO-PRO-7DL-2025,DSP-LENOVO-PRO-7DL-2025,Display,2025-02-20,Screen flickering,Screen flickering reported for display.,Component Replaced,342.16,342.16,3,True
R0029603,P050253,LP-GIGABYTE-PRO-56B-2018,DSP-GIGABYTE-PRO-56B-2018,Display,2020-04-26,Display failure,Display failure reported for display.,Component Replaced,443.97,443.97,5,False
R0029604,P050253,LP-GIGABYTE-PRO-56B-2018,KBD-GIGABYTE-PRO-56B-2018,Keyboard,2025-11-18,Keyboard not responding,Keyboard not responding reported for keyboard.,Repaired,47.79,97.13,5,False
R0029605,P050255,LP-SAMSUNG-BLADE-UL1-2021,KBD-SAMSUNG-BLADE-UL1-2021,Keyboard,2023-09-07,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,112.2,112.2,2,False
R0029606,P050256,LP-RAZER-CREATOR-9VL-2019,DSP-RAZER-CREATOR-9VL-2019,Display,2022-06-26,Screen flickering,Screen flickering reported for display.,Repaired,123.35,278.15,7,False
R0029607,P050260,LP-ASUS-ZEN-7MI-2018,MB-ASUS-ZEN-7MI-2018,Motherboard,2022-04-13,System instability,System instability reported for motherboard.,Component Replaced,510.17,510.17,6,False
R0029608,P050260,LP-ASUS-ZEN-7MI-2018,DSP-ASUS-ZEN-7MI-2018,Display,2020-04-18,Dead pixels,Dead pixels reported for display.,Component Replaced,339.2,339.2,3,False
R0029609,P050260,LP-ASUS-ZEN-7MI-2018,RAM-ASUS-ZEN-7MI-2018,RAM,2023-08-17,Memory instability,Memory instability reported for ram.,Component Replaced,148.96,148.96,4,False
R0029610,P050262,LP-HP-LEGION-B2J-2025,RAM-HP-LEGION-B2J-2025,RAM,2026-02-20,Memory instability,Memory instability reported for ram.,Repaired,31.35,99.42,2,True
R0029611,P050263,LP-APPLE-NITRO-0ME-2023,MB-APPLE-NITRO-0ME-2023,Motherboard,2026-04-26,System instability,System instability reported for motherboard.,Component Replaced,643.64,643.64,7,False
R0029612,P050264,LP-APPLE-NITRO-JI3-2024,BAT-APPLE-NITRO-JI3-2024,Battery,2026-01-29,Battery degradation,Battery degradation reported for battery.,Component Replaced,268.79,268.79,1,True
R0029613,P050265,LP-ASUS-BLADE-QUJ-2019,KBD-ASUS-BLADE-QUJ-2019,Keyboard,2026-03-30,Key failure,Key failure reported for keyboard.,Component Replaced,107.66,107.66,2,False
R0029614,P050270,LP-DELL-SLIM-3VR-2025,BAT-DELL-SLIM-3VR-2025,Battery,2026-06-22,Battery degradation,Battery degradation reported for battery.,Repaired,112.66,258.93,1,False
R0029615,P050271,LP-MSI-BLADE-IS4-2020,BAT-MSI-BLADE-IS4-2020,Battery,2025-09-13,Battery degradation,Battery degradation reported for battery.,Repaired,79.39,180.82,1,False
R0029616,P050272,LP-MSI-AIR-P6M-2021,BAT-MSI-AIR-P6M-2021,Battery,2023-03-20,Battery swelling,Battery swelling reported for battery.,Component Replaced,124.51,124.51,1,False
R0029617,P050273,LP-ACER-PRO-H6B-2025,MB-ACER-PRO-H6B-2025,Motherboard,2025-03-08,Power failure,Power failure reported for motherboard.,Component Replaced,547.35,547.35,13,True
R0029618,P050275,LP-MSI-PRO-ECS-2023,KBD-MSI-PRO-ECS-2023,Keyboard,2023-01-17,Keyboard not responding,Keyboard not responding reported for keyboard.,End of Life,16.17,80.94,1,True
R0029619,P050277,LP-LENOVO-CREATOR-4LG-2024,MB-LENOVO-CREATOR-4LG-2024,Motherboard,2026-03-04,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,499.22,499.22,14,False
R0029620,P050278,LP-ASUS-BLADE-SFP-2023,RAM-ASUS-BLADE-SFP-2023,RAM,2026-06-06,RAM module failure,RAM module failure reported for ram.,Component Replaced,78.83,78.83,2,False
R0029621,P050284,LP-MSI-LEGION-3IC-2021,MB-MSI-LEGION-3IC-2021,Motherboard,2021-11-02,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,247.83,247.83,15,True
R0029622,P050285,LP-RAZER-THINK-9RP-2022,BAT-RAZER-THINK-9RP-2022,Battery,2025-12-11,Battery swelling,Battery swelling reported for battery.,Component Replaced,103.76,103.76,1,False
R0029623,P050286,LP-HP-SLIM-1T5-2022,DSP-HP-SLIM-1T5-2022,Display,2023-03-10,Display failure,Display failure reported for display.,Repaired,149.87,400.92,9,False
R0029624,P050286,LP-HP-SLIM-1T5-2022,BAT-HP-SLIM-1T5-2022,Battery,2026-07-13,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,152.35,152.35,1,False
R0029625,P050288,LP-HP-STEALTH-IN9-2019,DSP-HP-STEALTH-IN9-2019,Display,2022-05-09,Backlight failure,Backlight failure reported for display.,Component Replaced,330.11,330.11,4,False
R0029626,P050290,LP-DELL-ZEN-P4S-2024,SSD-DELL-ZEN-P4S-2024,SSD,2024-05-09,Performance degradation,Performance degradation reported for ssd.,Component Replaced,354.34,354.34,6,True
R0029627,P050295,LP-ACER-NITRO-T4J-2024,DSP-ACER-NITRO-T4J-2024,Display,2024-03-03,Backlight failure,Backlight failure reported for display.,Repaired,116.53,230.0,9,True
R0029628,P050296,LP-LENOVO-LEGION-FMX-2024,BAT-LENOVO-LEGION-FMX-2024,Battery,2025-08-02,Battery swelling,Battery swelling reported for battery.,Component Replaced,478.03,478.03,4,False
R0029629,P050297,LP-SAMSUNG-CREATOR-4PB-2022,DSP-SAMSUNG-CREATOR-4PB-2022,Display,2022-01-05,Screen flickering,Screen flickering reported for display.,Component Replaced,487.08,487.08,9,True
R0029630,P050302,LP-HP-THINK-QG5-2019,MB-HP-THINK-QG5-2019,Motherboard,2026-05-26,Power failure,Power failure reported for motherboard.,Component Replaced,343.45,343.45,12,False
R0029631,P050302,LP-HP-THINK-QG5-2019,KBD-HP-THINK-QG5-2019,Keyboard,2025-03-02,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,60.67,60.67,2,False
R0029632,P050304,LP-ACER-BLADE-FB0-2024,BAT-ACER-BLADE-FB0-2024,Battery,2025-11-11,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,197.98,197.98,2,True
R0029633,P050305,LP-HP-AIR-7CP-2024,RAM-HP-AIR-7CP-2024,RAM,2024-08-31,Memory instability,Memory instability reported for ram.,Repaired,52.08,89.55,3,True
R0029634,P050306,LP-APPLE-NITRO-1I4-2023,BAT-APPLE-NITRO-1I4-2023,Battery,2024-07-26,Battery degradation,Battery degradation reported for battery.,Component Replaced,338.64,338.64,4,True
R0029635,P050307,LP-DELL-BLADE-N0J-2024,BAT-DELL-BLADE-N0J-2024,Battery,2025-05-01,Battery degradation,Battery degradation reported for battery.,Repaired,36.12,117.76,4,False
R0029636,P050307,LP-DELL-BLADE-N0J-2024,SSD-DELL-BLADE-N0J-2024,SSD,2025-08-01,Storage failure,Storage failure reported for ssd.,Repaired,48.57,142.42,5,False
R0029637,P050310,LP-LENOVO-BLADE-URL-2022,KBD-LENOVO-BLADE-URL-2022,Keyboard,2024-02-12,Key failure,Key failure reported for keyboard.,Repaired,39.01,98.23,2,False
R0029638,P050311,LP-HP-PRO-WDT-2025,BAT-HP-PRO-WDT-2025,Battery,2025-03-25,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,166.96,166.96,4,True
R0029639,P050314,LP-APPLE-STEALTH-CJQ-2025,MB-APPLE-STEALTH-CJQ-2025,Motherboard,2026-01-27,Boot failure,Boot failure reported for motherboard.,Component Replaced,831.55,831.55,13,False
R0029640,P050315,LP-DELL-ZEN-P6W-2025,DSP-DELL-ZEN-P6W-2025,Display,2025-12-02,Screen flickering,Screen flickering reported for display.,Component Replaced,300.32,300.32,7,True
R0029641,P050315,LP-DELL-ZEN-P6W-2025,RAM-DELL-ZEN-P6W-2025,RAM,2026-06-22,Memory error,Memory error reported for ram.,Component Replaced,116.46,116.46,2,True
R0029642,P050318,LP-LENOVO-ZEN-3CY-2025,KBD-LENOVO-ZEN-3CY-2025,Keyboard,2026-02-10,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,139.32,139.32,2,True
R0029643,P050323,LP-HP-BLADE-0AK-2019,BAT-HP-BLADE-0AK-2019,Battery,2020-12-12,Battery degradation,Battery degradation reported for battery.,Component Replaced,128.41,128.41,3,True
R0029644,P050329,LP-APPLE-ZEN-DYF-2020,DSP-APPLE-ZEN-DYF-2020,Display,2021-02-24,Dead pixels,Dead pixels reported for display.,Component Replaced,396.43,396.43,9,False
R0029645,P050333,LP-HP-CREATOR-7KB-2025,MB-HP-CREATOR-7KB-2025,Motherboard,2026-05-16,System instability,System instability reported for motherboard.,Component Replaced,657.03,657.03,9,True
R0029646,P050334,LP-ASUS-STEALTH-NWK-2024,BAT-ASUS-STEALTH-NWK-2024,Battery,2024-12-10,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,143.14,143.14,1,True
R0029647,P050335,LP-DELL-NITRO-Q6V-2024,SSD-DELL-NITRO-Q6V-2024,SSD,2025-09-09,Read/write errors,Read/write errors reported for ssd.,Component Replaced,304.61,304.61,4,False
R0029648,P050336,LP-MSI-ZEN-CV4-2022,MB-MSI-ZEN-CV4-2022,Motherboard,2024-04-15,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,142.39,497.0,11,False
R0029649,P050337,LP-DELL-STEALTH-KSZ-2019,DSP-DELL-STEALTH-KSZ-2019,Display,2020-09-24,Backlight failure,Backlight failure reported for display.,Repaired,162.65,368.72,6,True
R0029650,P050339,LP-LENOVO-CREATOR-NHP-2023,MB-LENOVO-CREATOR-NHP-2023,Motherboard,2023-05-28,Power failure,Power failure reported for motherboard.,Component Replaced,942.37,942.37,12,True
R0029651,P050340,LP-DELL-NITRO-N8X-2020,BAT-DELL-NITRO-N8X-2020,Battery,2025-12-17,Battery degradation,Battery degradation reported for battery.,Component Replaced,237.89,237.89,4,False
R0029652,P050342,LP-GIGABYTE-CREATOR-XNS-2024,DSP-GIGABYTE-CREATOR-XNS-2024,Display,2024-02-06,Dead pixels,Dead pixels reported for display.,End of Life,47.36,287.97,8,True
R0029653,P050343,LP-DELL-ZEN-Z7N-2023,SSD-DELL-ZEN-Z7N-2023,SSD,2025-05-18,Storage failure,Storage failure reported for ssd.,Component Replaced,131.39,131.39,7,True
R0029654,P050344,LP-SAMSUNG-AIR-PVO-2025,BAT-SAMSUNG-AIR-PVO-2025,Battery,2025-03-03,Battery swelling,Battery swelling reported for battery.,Repaired,70.73,156.43,2,True
R0029655,P050344,LP-SAMSUNG-AIR-PVO-2025,KBD-SAMSUNG-AIR-PVO-2025,Keyboard,2026-08-20,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,82.26,82.26,5,True
R0029656,P050346,LP-SAMSUNG-BLADE-4DA-2023,SSD-SAMSUNG-BLADE-4DA-2023,SSD,2025-05-09,Storage failure,Storage failure reported for ssd.,Component Replaced,166.54,166.54,4,False
R0029657,P050347,LP-APPLE-ZEN-TA6-2021,MB-APPLE-ZEN-TA6-2021,Motherboard,2026-01-05,System instability,System instability reported for motherboard.,Repaired,187.33,418.12,6,False
R0029658,P050347,LP-APPLE-ZEN-TA6-2021,RAM-APPLE-ZEN-TA6-2021,RAM,2025-07-18,RAM module failure,RAM module failure reported for ram.,Component Replaced,148.61,148.61,1,False
R0029659,P050348,LP-LENOVO-AIR-IYE-2025,MB-LENOVO-AIR-IYE-2025,Motherboard,2026-02-04,Charging circuit failure,Charging circuit failure reported for motherboard.,End of Life,87.3,489.37,11,True
R0029660,P050348,LP-LENOVO-AIR-IYE-2025,KBD-LENOVO-AIR-IYE-2025,Keyboard,2025-03-29,Keyboard not responding,Keyboard not responding reported for keyboard.,End of Life,13.67,94.11,3,True
R0029661,P050350,LP-ASUS-THINK-4Y8-2023,MB-ASUS-THINK-4Y8-2023,Motherboard,2026-05-22,Boot failure,Boot failure reported for motherboard.,Component Replaced,414.41,414.41,9,False
R0029662,P050351,LP-DELL-CREATOR-VB1-2024,MB-DELL-CREATOR-VB1-2024,Motherboard,2024-09-30,Power failure,Power failure reported for motherboard.,Component Replaced,510.17,510.17,10,True
R0029663,P050352,LP-LENOVO-ZEN-OIE-2023,RAM-LENOVO-ZEN-OIE-2023,RAM,2023-03-27,System crashes,System crashes reported for ram.,End of Life,6.53,117.85,3,True
R0029664,P050353,LP-APPLE-STEALTH-MMA-2019,DSP-APPLE-STEALTH-MMA-2019,Display,2023-01-02,Screen flickering,Screen flickering reported for display.,Component Replaced,491.57,491.57,6,False
R0029665,P050353,LP-APPLE-STEALTH-MMA-2019,BAT-APPLE-STEALTH-MMA-2019,Battery,2026-07-18,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,204.68,204.68,3,False
R0029666,P050356,LP-SAMSUNG-ZEN-PP0-2024,MB-SAMSUNG-ZEN-PP0-2024,Motherboard,2026-05-30,Boot failure,Boot failure reported for motherboard.,Component Replaced,457.48,457.48,14,False
R0029667,P050356,LP-SAMSUNG-ZEN-PP0-2024,BAT-SAMSUNG-ZEN-PP0-2024,Battery,2025-06-06,Battery degradation,Battery degradation reported for battery.,Component Replaced,166.93,166.93,4,False
R0029668,P050356,LP-SAMSUNG-ZEN-PP0-2024,KBD-SAMSUNG-ZEN-PP0-2024,Keyboard,2025-01-13,Key failure,Key failure reported for keyboard.,Component Replaced,80.05,80.05,2,False
R0029669,P050361,LP-DELL-ZEN-DNC-2023,MB-DELL-ZEN-DNC-2023,Motherboard,2026-01-14,Boot failure,Boot failure reported for motherboard.,Repaired,158.67,365.57,6,False
R0029670,P050362,LP-MSI-CREATOR-NE0-2022,MB-MSI-CREATOR-NE0-2022,Motherboard,2022-11-04,Boot failure,Boot failure reported for motherboard.,Component Replaced,328.84,328.84,8,True
R0029671,P050362,LP-MSI-CREATOR-NE0-2022,SSD-MSI-CREATOR-NE0-2022,SSD,2025-06-01,Read/write errors,Read/write errors reported for ssd.,Component Replaced,158.34,158.34,3,False
R0029672,P050365,LP-LENOVO-SLIM-TNB-2020,BAT-LENOVO-SLIM-TNB-2020,Battery,2023-06-17,Battery not charging,Battery not charging reported for battery.,End of Life,21.41,167.24,4,False
R0029673,P050367,LP-DELL-ZEN-6IZ-2022,BAT-DELL-ZEN-6IZ-2022,Battery,2024-06-13,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,187.94,187.94,4,False
R0029674,P050368,LP-LENOVO-LEGION-AQ3-2019,MB-LENOVO-LEGION-AQ3-2019,Motherboard,2024-09-21,Boot failure,Boot failure reported for motherboard.,Repaired,85.76,242.1,12,False
R0029675,P050369,LP-APPLE-ZEN-1QJ-2024,DSP-APPLE-ZEN-1QJ-2024,Display,2025-08-14,Backlight failure,Backlight failure reported for display.,Component Replaced,680.84,680.84,9,True
R0029676,P050371,LP-DELL-CREATOR-17N-2024,RAM-DELL-CREATOR-17N-2024,RAM,2024-05-14,RAM module failure,RAM module failure reported for ram.,Component Replaced,134.6,134.6,2,True
R0029677,P050373,LP-ASUS-BLADE-O54-2025,KBD-ASUS-BLADE-O54-2025,Keyboard,2026-08-11,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,74.75,74.75,5,True
R0029678,P050374,LP-LENOVO-THINK-RK5-2023,MB-LENOVO-THINK-RK5-2023,Motherboard,2026-04-11,Power failure,Power failure reported for motherboard.,Repaired,197.81,475.49,11,False
R0029679,P050377,LP-HP-SLIM-DSJ-2021,MB-HP-SLIM-DSJ-2021,Motherboard,2025-06-11,System instability,System instability reported for motherboard.,Repaired,126.7,333.94,6,False
R0029680,P050378,LP-ASUS-SLIM-9ZQ-2024,DSP-ASUS-SLIM-9ZQ-2024,Display,2024-11-17,Screen flickering,Screen flickering reported for display.,Component Replaced,559.94,559.94,9,True
R0029681,P050382,LP-ASUS-BLADE-3YG-2024,SSD-ASUS-BLADE-3YG-2024,SSD,2024-05-12,Drive not detected,Drive not detected reported for ssd.,Component Replaced,160.2,160.2,4,True
R0029682,P050385,LP-DELL-ZEN-OQA-2022,MB-DELL-ZEN-OQA-2022,Motherboard,2023-02-23,System instability,System instability reported for motherboard.,Component Replaced,549.95,549.95,13,False
R0029683,P050385,LP-DELL-ZEN-OQA-2022,DSP-DELL-ZEN-OQA-2022,Display,2024-02-11,Screen flickering,Screen flickering reported for display.,Component Replaced,425.42,425.42,5,False
R0029684,P050387,LP-HP-CREATOR-P3I-2022,DSP-HP-CREATOR-P3I-2022,Display,2025-05-15,Backlight failure,Backlight failure reported for display.,Component Replaced,279.97,279.97,9,False
R0029685,P050387,LP-HP-CREATOR-P3I-2022,BAT-HP-CREATOR-P3I-2022,Battery,2025-02-15,Battery swelling,Battery swelling reported for battery.,Repaired,64.36,121.8,4,False
R0029686,P050390,LP-HP-SLIM-MQX-2025,SSD-HP-SLIM-MQX-2025,SSD,2025-08-06,Performance degradation,Performance degradation reported for ssd.,Component Replaced,162.99,162.99,4,True
R0029687,P050394,LP-DELL-THINK-E9C-2023,BAT-DELL-THINK-E9C-2023,Battery,2023-12-30,Battery degradation,Battery degradation reported for battery.,Component Replaced,192.74,192.74,3,False
R0029688,P050395,LP-HP-PRO-I1S-2023,DSP-HP-PRO-I1S-2023,Display,2025-12-08,Backlight failure,Backlight failure reported for display.,Component Replaced,243.47,243.47,6,False
R0029689,P050396,LP-ASUS-CREATOR-T3W-2023,BAT-ASUS-CREATOR-T3W-2023,Battery,2024-08-05,Battery degradation,Battery degradation reported for battery.,Component Replaced,113.64,113.64,4,False
R0029690,P050398,LP-APPLE-BLADE-64H-2023,RAM-APPLE-BLADE-64H-2023,RAM,2025-02-18,Memory error,Memory error reported for ram.,Component Replaced,192.04,192.04,4,False
R0029691,P050398,LP-APPLE-BLADE-64H-2023,SSD-APPLE-BLADE-64H-2023,SSD,2024-10-17,Storage failure,Storage failure reported for ssd.,Component Replaced,303.12,303.12,5,False
R0029692,P050400,LP-ASUS-LEGION-GZY-2022,MB-ASUS-LEGION-GZY-2022,Motherboard,2023-03-02,System instability,System instability reported for motherboard.,Component Replaced,610.2,610.2,8,False
R0029693,P050402,LP-LENOVO-CREATOR-5V8-2022,MB-LENOVO-CREATOR-5V8-2022,Motherboard,2023-07-12,Charging circuit failure,Charging circuit failure reported for motherboard.,End of Life,61.94,404.57,15,True
R0029694,P050405,LP-ACER-CREATOR-9PI-2025,KBD-ACER-CREATOR-9PI-2025,Keyboard,2026-07-20,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,82.01,82.01,3,False
R0029695,P050407,LP-LENOVO-ZEN-B3U-2021,SSD-LENOVO-ZEN-B3U-2021,SSD,2023-02-09,Drive not detected,Drive not detected reported for ssd.,Component Replaced,175.94,175.94,3,True
R0029696,P050409,LP-HP-THINK-8N5-2023,MB-HP-THINK-8N5-2023,Motherboard,2025-11-03,Power failure,Power failure reported for motherboard.,Repaired,150.66,446.3,6,False
R0029697,P050413,LP-DELL-BLADE-W5T-2021,MB-DELL-BLADE-W5T-2021,Motherboard,2024-06-06,Boot failure,Boot failure reported for motherboard.,Component Replaced,335.01,335.01,7,False
